latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-13.47147,131.10956,320.48,1,1,2024-05-21,0054,T,62,6.1NRT,298.6,12.69,D
-13.52407,131.47221,351.84,1,1,2024-05-21,0054,T,96,6.1NRT,302.23,57.97,D
-13.52537,131.48128,367.65,1,1,2024-05-21,0054,T,100,6.1NRT,304.72,100.21,D
-13.52668,131.49034,318.24,1,1,2024-05-21,0054,T,30,6.1NRT,302.06,8.28,D
-13.52799,131.49944,318.07,1,1,2024-05-21,0054,T,27,6.1NRT,302.18,8.55,D
-13.55283,131.67203,315.83,1,1,2024-05-21,0054,T,52,6.1NRT,302.13,8.2,D
-13.55413,131.68111,335.82,1,1,2024-05-21,0054,T,88,6.1NRT,301.5,31.36,D
-13.47506,131.07193,326.33,1,1,2024-05-21,0054,T,81,6.1NRT,298.58,19.94,D
-13.47639,131.08101,326.41,1,1,2024-05-21,0054,T,81,6.1NRT,298.89,20.08,D
-13.53032,131.45276,322.58,1,1,2024-05-21,0054,T,77,6.1NRT,299.84,14.64,D
-13.53163,131.46182,322.02,1,1,2024-05-21,0054,T,76,6.1NRT,300.09,13.51,D
-13.53294,131.4709,328.52,1,1,2024-05-21,0054,T,43,6.1NRT,301.25,18.36,D
-13.56302,131.67981,321.23,1,1,2024-05-21,0054,T,76,6.1NRT,301.27,13.79,D
-13.42927,130.69688,369.13,1.01,1.01,2024-05-21,0054,T,100,6.1NRT,302.64,107.71,D
-13.43061,130.70604,329.53,1.01,1.01,2024-05-21,0054,T,58,6.1NRT,301.68,19.62,D
-13.53657,131.4333,315.35,1,1,2024-05-21,0054,T,52,6.1NRT,298.72,7.75,D
-13.43145,130.64967,320.01,1.01,1.01,2024-05-21,0054,T,74,6.1NRT,298.78,13.06,D
-13.4328,130.65886,310.52,1.01,1.01,2024-05-21,0054,T,42,6.1NRT,298.23,5.34,D
-13.43953,130.70468,323.21,1.01,1.01,2024-05-21,0054,T,62,6.1NRT,298.97,14.49,D
-13.55332,131.48643,324.89,1,1,2024-05-21,0054,T,77,6.1NRT,301.52,15.54,D
-13.45121,130.71516,327.05,1.01,1,2024-05-21,0054,T,82,6.1NRT,300.47,20.76,D
-13.45256,130.7243,333.39,1.01,1,2024-05-21,0054,T,86,6.1NRT,300.35,28.82,D
-13.88887,133.70152,328.32,1.17,1.07,2024-05-21,0054,T,83,6.1NRT,299.1,27.39,D
-13.91018,133.86211,310.57,1.19,1.08,2024-05-21,0054,T,60,6.1NRT,300.51,7.47,D
-13.91161,133.87299,324.92,1.19,1.09,2024-05-21,0054,T,80,6.1NRT,300.1,24.16,D
-13.89983,133.71077,320.88,1.17,1.08,2024-05-21,0054,T,76,6.1NRT,298.72,16.94,D
-13.90551,133.75331,317.09,1.17,1.08,2024-05-21,0054,T,72,6.1NRT,299.8,13.28,D
-13.4141,130.21956,318.58,1.03,1.02,2024-05-21,0054,T,73,6.1NRT,298.15,12.28,D
-13.49226,130.7464,313.38,1.01,1,2024-05-21,0054,T,52,6.1NRT,299.05,6.93,D
-13.49361,130.75554,314.67,1.01,1,2024-05-21,0054,T,59,6.1NRT,299.98,7.8,D
-13.91509,133.75201,315.91,1.17,1.08,2024-05-21,0054,T,69,6.1NRT,297.41,11.68,D
-13.90997,133.57013,315.07,1.15,1.07,2024-05-21,0054,T,35,6.1NRT,297.59,9.69,D
-13.49471,130.57727,313.77,1.02,1.01,2024-05-21,0054,T,62,6.1NRT,301.68,7.08,D
-13.89124,133.36241,313.69,1.12,1.06,2024-05-21,0054,T,66,6.1NRT,298.09,9.66,D
-13.9318,133.58844,327.32,1.15,1.07,2024-05-21,0054,T,67,6.1NRT,299.22,23.1,D
-13.97093,133.87581,322.32,1.19,1.09,2024-05-21,0054,T,78,6.1NRT,298.87,18.28,D
-13.97241,133.88666,319.99,1.19,1.09,2024-05-21,0054,T,76,6.1NRT,299.37,15.72,D
-13.96299,133.74553,340.12,1.17,1.08,2024-05-21,0054,T,91,6.1NRT,299.62,50.15,D
-13.96445,133.75621,326.73,1.17,1.08,2024-05-21,0054,T,82,6.1NRT,299.13,26.31,D
-13.94951,133.612,316.4,1.16,1.07,2024-05-21,0054,T,71,6.1NRT,298.77,12.82,D
-13.96768,133.74974,327.49,1.17,1.08,2024-05-21,0054,T,82,6.1NRT,299.63,26.7,D
-13.54002,130.63013,315.24,1.01,1.01,2024-05-21,0054,T,51,6.1NRT,300.07,7.64,D
-13.92719,133.37219,321.87,1.12,1.06,2024-05-21,0054,T,77,6.1NRT,299.08,18.34,D
-13.92856,133.38237,315.46,1.13,1.06,2024-05-21,0054,T,69,6.1NRT,299.33,11.38,D
-13.92994,133.39265,311.26,1.13,1.06,2024-05-21,0054,T,29,6.1NRT,298.43,6.83,D
-13.99001,133.84509,312.22,1.19,1.08,2024-05-21,0054,T,33,6.1NRT,299.31,7.79,D
-13.98792,133.68196,313.66,1.17,1.07,2024-05-21,0054,T,66,6.1NRT,298.24,9.91,D
-13.5695,130.64442,312.64,1.01,1.01,2024-05-21,0054,T,35,6.1NRT,300.4,5.2,D
-13.97068,133.48158,318.61,1.14,1.06,2024-05-21,0054,T,73,6.1NRT,298.8,14.48,D
-13.97208,133.49196,325.51,1.14,1.06,2024-05-21,0054,T,81,6.1NRT,299.86,23.06,D
-13.98192,133.56493,315.21,1.15,1.07,2024-05-21,0054,T,69,6.1NRT,300.11,11.21,D
-13.98334,133.57545,312.4,1.15,1.07,2024-05-21,0054,T,57,6.1NRT,299.99,8.22,D
-13.59192,130.7347,317.11,1.01,1,2024-05-21,0054,T,71,6.1NRT,299.76,9.24,D
-13.94813,133.24503,314.09,1.11,1.05,2024-05-21,0054,T,66,6.1NRT,299.83,8.85,D
-13.99709,133.6057,314.97,1.16,1.07,2024-05-21,0054,T,68,6.1NRT,299.54,11.51,D
-13.97136,133.34534,310.71,1.12,1.06,2024-05-21,0054,T,58,6.1NRT,299.14,6.69,D
